race_id,driver_id,team_id,fastest_lap_time,lap_number
43,6,11,1:09.031,48
43,88,13,1:09.135,50
43,110,8,1:09.317,49
43,94,3,1:09.351,5
43,111,8,1:09.662,63
43,67,10,1:10.228,46
43,103,12,1:10.326,4
43,79,5,1:10.610,8
43,87,10,1:10.720,23
44,93,4,1:05.619,68
44,94,3,1:06.145,70
44,57,2,1:06.719,68
44,75,12,1:07.188,68
44,108,4,1:07.193,66
44,109,3,1:07.299,67
44,83,2,1:07.534,62
44,104,13,1:07.827,69
44,79,5,1:07.832,65
44,103,12,1:07.833,65
44,87,10,1:08.009,69
44,67,10,1:08.047,69
44,88,13,1:08.378,60
44,6,11,1:08.382,57
44,102,11,1:08.512,54
44,110,8,1:08.601,36
44,111,8,1:08.806,68
44,101,5,1:09.321,22
44,106,1,1:35.379,3
45,57,2,1:16.627,70
45,83,2,1:17.665,66
45,103,12,1:18.973,68
45,94,3,1:19.184,60
45,109,3,1:19.440,68
45,93,4,1:19.457,67
45,79,5,1:19.532,46
45,108,4,1:19.945,42
45,110,8,1:19.984,67
45,75,12,1:20.090,39
45,102,11,1:20.096,44
45,6,11,1:20.232,61
45,101,5,1:20.261,40
45,60,1,1:20.363,49
45,87,10,1:20.477,68
45,106,1,1:20.821,64
45,67,10,1:20.889,67
45,88,13,1:20.946,51
45,111,8,1:21.198,64
45,104,13,1:23.939,10
46,94,3,1:27.097,52
46,109,3,1:28.689,52
46,57,2,1:29.238,45
46,83,2,1:29.265,41
46,79,5,1:29.482,49
46,101,5,1:29.491,50
46,104,13,1:29.603,52
46,67,10,1:29.782,49
46,106,1,1:29.813,49
46,93,4,1:29.948,47
46,6,11,1:29.973,49
46,108,4,1:30.058,41
46,103,12,1:30.475,44
46,111,8,1:30.501,44
46,60,1,1:30.537,44
46,110,8,1:30.862,41
46,102,11,1:30.977,49
46,88,13,1:32.443,11
47,57,2,1:28.451,43
47,94,3,1:29.465,46
47,109,3,1:29.477,46
47,83,2,1:29.765,44
47,111,8,1:29.950,48
47,70,12,1:30.087,52
47,104,13,1:30.092,52
47,106,1,1:30.552,39
47,93,4,1:30.556,49
47,101,5,1:30.575,50
47,108,4,1:30.698,49
47,88,13,1:30.738,52
47,60,1,1:30.785,49
47,67,10,1:30.793,51
47,103,12,1:30.877,45
47,79,5,1:31.168,39
47,110,8,1:31.408,50
47,6,11,1:31.756,30
47,102,11,1:31.826,37
47,87,10,1:31.830,39
48,83,2,1:18.183,66
48,57,2,1:19.822,63
48,67,10,1:20.409,64
48,94,3,1:21.477,53
48,93,4,1:21.771,59
48,102,11,1:21.801,47
48,6,11,1:21.888,47
48,103,12,1:22.024,56
48,111,8,1:22.030,60
48,101,5,1:22.174,65
48,109,3,1:22.194,41
48,88,13,1:22.336,47
48,108,4,1:22.392,56
48,79,5,1:22.464,51
48,110,8,1:22.503,37
48,75,12,1:22.515,58
48,104,13,1:22.543,44
48,60,1,1:22.707,48
48,87,10,1:23.474,64
48,106,1,1:23.968,35
49,79,5,1:47.483,44
49,57,2,1:47.758,28
49,104,13,1:47.839,29
49,106,1,1:47.840,26
49,83,2,1:47.983,27
49,111,8,1:48.048,32
49,87,10,1:48.083,37
49,94,3,1:48.305,27
49,75,12,1:48.389,20
49,101,5,1:48.540,44
49,108,4,1:48.552,39
49,109,3,1:48.736,27
49,103,12,1:49.136,34
49,6,11,1:49.822,28
49,88,13,1:49.832,28
49,60,1,1:49.958,31
49,67,10,1:50.018,28
49,110,8,1:51.754,5
49,102,11,1:51.793,9
50,57,2,1:22.746,34
50,93,4,1:23.882,40
50,103,12,1:23.897,42
50,79,5,1:23.898,38
50,83,2,1:23.961,51
50,104,13,1:24.037,34
50,108,4,1:24.232,50
50,75,12,1:24.336,50
50,110,8,1:24.421,39
50,88,13,1:24.479,44
50,101,5,1:24.490,52
50,67,10,1:24.785,48
50,6,11,1:24.835,29
50,102,11,1:24.856,43
50,109,3,1:24.926,48
50,111,8,1:24.999,39
50,94,3,1:25.539,10
50,87,10,1:25.787,10
50,106,1,1:26.026,19
50,60,1,1:27.107,4
51,57,2,1:18.833,58
51,83,2,1:19.432,53
51,109,3,1:20.039,51
51,79,5,1:20.426,57
51,75,12,1:20.632,59
51,6,11,1:21.164,59
51,108,4,1:21.198,59
51,60,1,1:21.202,59
51,106,1,1:21.229,50
51,88,13,1:21.458,51
51,110,8,1:21.645,58
51,103,12,1:22.068,42
51,67,10,1:22.263,59
51,111,8,2:11.365,6
51,101,5,2:11.793,6
51,102,11,2:13.809,4
51,87,10,2:13.812,4
51,93,4,2:14.103,5
52,83,2,1:37.030,51
52,104,13,1:37.231,50
52,94,3,1:37.332,53
52,110,8,1:37.352,52
52,108,4,1:37.377,50
52,79,5,1:37.886,53
52,57,2,1:38.075,48
52,75,12,1:38.141,52
52,109,3,1:38.377,51
52,6,11,1:38.858,37
52,106,1,1:39.053,47
52,88,13,1:39.133,48
52,101,5,1:39.216,48
52,60,1,1:39.588,46
52,67,10,1:39.614,44
52,102,11,1:39.766,44
52,87,10,1:40.380,52
52,111,8,1:41.044,47
53,94,3,1:28.139,60
53,57,2,1:28.145,58
53,79,5,1:29.584,53
53,75,12,1:29.700,58
53,104,13,1:30.110,53
53,93,4,1:30.129,53
53,60,1,1:30.408,43
53,87,10,1:30.456,37
53,6,11,1:30.512,54
53,106,1,1:30.712,54
53,70,12,1:30.733,58
53,102,11,1:30.909,38
53,111,8,1:31.377,39
53,67,10,1:31.562,54
53,83,2,1:31.884,8
53,88,13,1:32.214,41
53,108,4,1:32.328,40
53,109,3,1:32.330,9
53,101,5,1:33.189,21
53,110,8,1:34.526,6
54,57,2,1:18.750,63
54,83,2,1:19.345,66
54,108,4,1:19.360,65
54,94,3,1:19.854,62
54,109,3,1:19.890,61
54,93,4,1:20.268,65
54,106,1,1:20.408,66
54,88,13,1:20.449,59
54,104,13,1:20.551,65
54,60,1,1:20.731,62
54,75,12,1:20.802,49
54,101,5,1:20.859,61
54,110,8,1:20.882,62
54,79,5,1:20.906,61
54,6,11,1:21.058,60
54,87,10,1:21.460,63
54,67,10,1:21.664,59
54,103,12,1:21.694,45
54,111,8,1:21.859,53
54,102,11,1:21.893,46
55,57,2,1:15.484,63
55,83,2,1:15.902,63
55,109,3,1:16.177,63
55,79,5,1:17.552,62
55,94,3,1:17.637,44
55,88,13,1:17.666,62
55,60,1,1:17.767,44
55,108,4,1:18.069,63
55,75,12,1:18.084,49
55,6,11,1:18.088,63
55,93,4,1:18.118,62
55,106,1,1:18.173,62
55,103,12,1:18.360,46
55,111,8,1:18.719,37
55,102,11,1:18.794,61
55,110,8,1:18.811,43
55,67,10,1:18.822,45
55,87,10,1:19.273,45
55,101,5,1:19.606,22
55,104,13,1:20.403,5
56,108,4,1:36.806,58
56,83,2,1:38.193,57
56,94,3,1:38.431,53
56,93,4,1:38.754,56
56,109,3,1:39.099,54
56,57,2,1:39.413,56
56,104,13,1:39.586,53
56,60,1,1:39.662,53
56,6,11,1:39.743,57
56,103,12,1:39.921,55
56,106,1,1:39.961,47
56,75,12,1:40.392,50
56,79,5,1:40.677,54
56,110,8,1:40.814,51
56,87,10,1:40.948,45
56,101,5,1:41.006,55
56,88,13,1:41.019,53
56,67,10,1:43.281,38
56,111,8,1:43.495,32
56,102,11,1:51.122,11
57,94,3,1:32.014,48
57,79,5,1:32.827,38
57,57,2,1:32.864,38
57,83,2,1:33.352,28
57,93,4,1:33.411,46
57,6,11,1:33.573,43
57,108,4,1:33.588,53
57,106,1,1:33.625,44
57,75,12,1:33.629,40
57,109,3,1:33.684,41
57,60,1,1:33.861,41
57,88,13,1:34.141,35
57,101,5,1:34.354,37
57,102,11,1:34.536,22
57,111,8,1:34.591,39
57,104,13,1:34.817,48
57,110,8,1:35.042,47
57,87,10,1:35.241,29
58,110,2,55.404,80
58,83,2,56.563,60
58,75,12,56.789,69
58,102,11,56.887,56
58,60,1,56.905,56
58,79,5,56.979,57
58,88,13,57.001,80
58,109,3,57.056,52
58,93,4,57.165,80
58,104,13,57.220,53
58,108,4,57.270,85
58,101,5,57.350,75
58,6,11,57.375,56
58,103,12,57.388,85
58,112,8,57.392,56
58,87,10,57.516,57
58,113,10,57.742,56
58,111,8,58.206,29
59,79,5,1:40.926,55
59,94,3,1:40.958,14
59,83,2,1:41.131,40
59,109,3,1:41.227,42
59,57,2,1:41.420,37
59,60,1,1:41.475,37
59,102,11,1:41.675,29
59,113,10,1:41.707,50
59,103,12,1:41.866,41
59,106,1,1:41.908,24
59,93,4,1:41.947,48
59,108,4,1:41.964,53
59,87,10,1:41.999,50
59,6,11,1:42.148,53
59,104,13,1:42.474,53
59,111,8,1:42.497,49
59,88,13,1:42.704,47
59,101,5,1:42.894,47
59,75,12,1:43.263,6
59,110,8,1:43.328,54
60,83,2,1:32.090,56
60,94,3,1:33.228,41
60,75,3,1:33.970,44
60,57,2,1:34.015,44
60,104,13,1:34.090,48
60,108,4,1:34.396,38
60,93,1,1:34.509,48
60,114,13,1:34.761,38
60,103,14,1:34.865,31
60,79,4,1:34.932,36
60,106,1,1:34.988,39
60,110,8,1:35.036,40
60,102,11,1:35.122,32
60,6,11,1:35.192,45
60,101,15,1:35.250,33
60,60,14,1:35.566,26
60,12,15,1:36.063,31
60,115,10,1:36.134,38
60,111,8,1:36.602,16
61,57,2,1:16.702,60
61,94,3,1:17.524,60
61,108,4,1:18.259,63
61,75,3,1:18.334,49
61,114,13,1:18.353,62
61,106,1,1:18.379,60
61,93,1,1:18.490,60
61,104,13,1:18.782,59
61,103,14,1:18.994,52
61,60,14,1:19.074,59
61,115,10,1:19.193,58
61,79,4,1:19.341,54
61,12,15,1:19.396,62
61,101,15,1:19.417,62
61,6,11,1:19.422,62
61,102,11,1:19.470,57
61,116,10,1:20.402,55
61,110,8,1:26.543,28
61,83,2,1:28.485,30
62,83,2,1:19.865,65
62,75,3,1:20.643,55
62,94,3,1:20.695,62
62,57,2,1:20.933,47
62,12,15,1:21.032,66
62,106,1,1:21.496,63
62,108,4,1:21.696,55
62,101,15,1:21.886,34
62,103,14,1:21.970,59
62,79,4,1:21.987,64
62,104,13,1:22.014,65
62,114,13,1:22.058,61
62,102,11,1:22.167,60
62,93,1,1:22.325,60
62,60,14,1:22.416,60
62,110,8,1:22.654,60
62,115,10,1:22.755,61
62,111,8,1:23.155,60
62,116,10,1:23.641,64
63,94,3,1:18.149,62
63,83,2,1:19.430,65
63,75,3,1:19.483,60
63,106,1,1:20.459,64
63,57,2,1:20.665,54
63,12,15,1:21.182,63
63,108,4,1:21.279,56
63,104,13,1:21.375,64
63,93,1,1:21.568,53
63,79,4,1:21.853,60
63,103,14,1:22.607,47
63,115,10,1:22.637,54
63,102,11,1:22.802,42
63,60,14,1:22.820,56
63,6,11,1:22.868,54
63,111,8,1:22.905,57
63,110,8,1:23.208,30
63,101,15,1:23.311,46
63,116,10,1:24.040,45
63,114,13,1:24.825,5
64,57,2,1:12.909,69
64,114,13,1:14.037,66
64,75,3,1:14.552,32
64,79,4,1:14.578,43
64,93,1,1:14.621,35
64,94,3,1:14.649,58
64,108,4,1:14.670,76
64,103,14,1:14.674,74
64,6,11,1:14.971,55
64,12,15,1:15.026,70
64,60,14,1:15.316,33
64,101,15,1:15.316,41
64,102,11,1:15.331,41
64,104,13,1:15.412,71
64,110,8,1:15.539,59
64,111,8,1:15.573,66
64,83,2,1:15.706,18
64,115,10,1:16.425,51
64,116,10,1:16.866,64
65,94,3,1:44.481,44
65,75,3,1:44.687,45
65,57,2,1:44.769,43
65,60,14,1:44.890,41
65,114,13,1:44.939,46
65,104,13,1:45.220,44
65,108,4,1:45.326,41
65,106,1,1:45.382,46
65,102,11,1:45.575,44
65,6,11,1:45.601,43
65,12,15,1:45.624,42
65,83,2,1:45.665,43
65,93,1,1:45.700,42
65,79,4,1:45.713,43
65,110,8,1:45.959,43
65,103,14,1:46.207,28
65,111,8,1:46.608,42
65,115,10,1:47.624,41
65,116,10,1:47.747,40
65,101,15,1:50.850,2
66,94,3,1:36.404,35
66,75,3,1:36.693,53
66,83,2,1:36.960,19
66,60,14,1:37.138,52
66,57,2,1:37.410,44
66,108,4,1:37.425,52
66,12,15,1:37.646,44
66,106,1,1:37.681,43
66,103,14,1:37.828,44
66,6,11,1:37.992,46
66,104,13,1:38.103,44
66,111,8,1:38.313,50
66,110,8,1:38.314,52
66,79,4,1:38.324,45
66,101,15,1:38.645,33
66,102,11,1:38.702,36
66,115,10,1:38.847,51
66,93,1,1:38.931,19
66,114,13,1:38.980,18
66,116,10,1:39.317,34
67,57,2,1:07.058,71
67,75,3,1:07.894,57
67,94,3,1:08.017,68
67,93,1,1:08.609,64
67,83,2,1:08.619,43
67,106,1,1:08.738,64
67,108,4,1:08.903,65
67,6,11,1:09.128,57
67,79,4,1:09.305,45
67,101,15,1:09.576,70
67,114,13,1:09.650,41
67,102,11,1:09.723,39
67,12,15,1:09.749,61
67,103,14,1:09.787,32
67,60,14,1:09.821,64
67,115,10,1:10.005,57
67,111,8,1:10.104,34
67,110,8,1:10.499,28
67,116,10,1:10.951,39
68,94,3,1:06.200,62
68,93,1,1:07.762,70
68,57,2,1:08.126,55
68,104,13,1:08.146,54
68,75,3,1:08.192,55
68,83,2,1:08.374,52
68,12,15,1:08.405,70
68,60,14,1:08.420,51
68,114,13,1:08.455,54
68,108,4,1:08.471,62
68,6,11,1:08.520,62
68,103,14,1:08.659,54
68,106,1,1:08.698,55
68,79,4,1:08.820,56
68,111,8,1:08.874,69
68,110,8,1:08.900,56
68,102,11,1:09.042,55
68,115,10,1:09.394,56
68,116,10,1:09.757,49
69,75,3,1:28.617,50
69,57,2,1:29.699,45
69,104,13,1:30.266,52
69,83,2,1:30.524,45
69,106,1,1:30.569,45
69,114,13,1:30.826,51
69,93,1,1:31.223,51
69,79,4,1:31.284,51
69,108,4,1:31.420,44
69,12,15,1:31.698,48
69,6,11,1:31.895,48
69,103,14,1:31.992,48
69,110,8,1:32.049,49
69,101,15,1:32.210,48
69,102,11,1:32.346,49
69,111,8,1:32.477,51
69,115,10,1:32.862,50
69,116,10,1:32.909,51
69,60,14,1:33.059,35
70,104,13,1:18.394,70
70,57,2,1:18.715,49
70,12,15,1:20.359,41
70,94,3,1:20.945,43
70,101,15,1:21.421,54
70,93,1,1:21.423,54
70,60,14,1:21.459,60
70,6,11,1:21.518,58
70,110,8,1:22.112,62
70,114,13,1:22.450,43
70,115,10,1:22.711,44
70,102,11,1:22.736,44
70,79,4,1:22.802,58
70,111,8,1:22.831,62
72,57,2,1:11.097,72
72,83,2,1:12.549,69
72,94,3,1:13.275,60
72,75,3,1:13.461,59
72,60,14,1:13.958,63
72,108,4,1:14.236,48
72,12,15,1:14.323,60
72,101,15,1:14.675,54
72,106,1,1:14.780,58
72,104,13,1:14.818,57
72,79,4,1:14.920,59
72,102,11,1:15.125,66
72,93,1,1:15.260,45
72,56,11,1:15.442,44
72,103,14,1:15.611,57
72,110,8,1:15.628,57
72,114,13,1:15.783,44
72,111,8,1:15.790,25
72,115,10,1:15.927,36
72,116,10,1:16.066,35
73,79,4,1:24.812,53
73,83,2,1:24.827,34
73,108,4,1:24.971,53
73,75,3,1:25.156,53
73,94,3,1:25.173,25
73,106,1,1:25.319,53
73,12,15,1:25.472,52
73,93,1,1:25.559,53
73,101,15,1:25.566,53
73,102,11,1:25.718,50
73,110,8,1:25.835,53
73,56,11,1:25.849,53
73,103,14,1:25.853,52
73,57,2,1:25.870,3
73,60,14,1:25.938,50
73,111,8,1:25.953,50
73,115,10,1:26.707,52
73,116,10,1:27.202,41
73,104,13,1:29.005,2
74,108,4,1:37.423,39
74,57,2,1:37.575,43
74,83,2,1:38.216,31
74,104,13,1:38.279,35
74,94,3,1:38.396,28
74,12,15,1:38.686,44
74,106,1,1:38.994,45
74,102,11,1:39.058,39
74,79,4,1:39.124,24
74,75,3,1:39.215,45
74,60,14,1:39.251,44
74,93,1,1:39.294,40
74,114,13,1:39.960,42
74,111,8,1:40.000,42
74,115,10,1:40.276,22
74,6,11,1:40.289,34
74,103,14,1:40.464,35
74,110,8,1:40.596,40
74,101,15,1:40.598,34
74,116,10,1:41.713,24
75,83,2,1:30.432,58
75,93,1,1:31.921,49
75,108,4,1:32.446,50
75,75,3,1:32.459,53
75,6,11,1:32.586,50
75,103,14,1:32.608,58
75,60,14,1:32.730,54
75,106,1,1:32.737,57
75,94,3,1:32.759,53
75,57,2,1:32.763,52
75,104,13,1:32.814,50
75,114,13,1:32.844,54
75,102,11,1:32.904,57
75,12,15,1:33.252,55
75,79,4,1:33.255,34
75,110,8,1:33.399,53
75,111,8,1:33.672,48
75,115,10,1:34.209,52
75,101,15,1:34.584,24
75,116,10,1:35.438,52
76,57,2,1:38.485,41
76,94,3,1:39.096,52
76,106,1,1:39.303,41
76,75,3,1:39.566,32
76,12,15,1:40.067,46
76,83,2,1:40.147,41
76,108,4,1:40.228,41
76,79,4,1:40.345,43
76,93,1,1:40.377,40
76,60,14,1:40.481,40
76,110,8,1:41.120,36
76,102,11,1:41.145,44
76,114,13,1:41.151,47
76,103,14,1:41.189,36
76,6,11,1:41.340,43
76,115,10,1:41.395,36
76,111,8,1:41.818,46
76,104,13,1:42.015,12
76,101,15,1:42.194,28
76,116,10,1:42.886,42
77,83,2,1:17.774,69
77,94,3,1:18.999,52
77,75,3,1:19.468,49
77,57,2,1:19.820,66
77,93,1,1:20.081,63
77,60,14,1:20.460,70
77,104,13,1:20.510,66
77,108,4,1:20.617,67
77,106,1,1:20.665,63
77,12,15,1:20.711,54
77,6,11,1:20.713,63
77,103,14,1:20.930,61
77,79,4,1:21.069,40
77,101,15,1:21.348,67
77,116,10,1:21.402,61
77,102,11,1:21.523,68
77,111,8,1:21.546,66
77,110,8,1:22.016,61
78,75,3,1:11.010,71
78,57,2,1:11.982,46
78,94,3,1:12.486,47
78,83,2,1:12.526,49
78,6,11,1:12.621,54
78,93,1,1:12.710,63
78,106,1,1:12.822,61
78,104,13,1:13.227,53
78,60,14,1:13.634,69
78,108,4,1:13.761,53
78,115,10,1:13.793,66
78,12,15,1:13.922,37
78,114,13,1:14.204,62
78,102,11,1:14.227,44
78,110,8,1:14.355,45
78,101,15,1:14.430,48
78,79,4,1:14.443,40
78,111,8,1:14.616,57
78,116,10,1:14.954,36
78,103,14,1:15.344,25
79,94,3,1:23.196,57
79,57,2,1:25.084,50
79,75,3,1:25.613,49
79,108,4,1:25.746,51
79,110,8,1:25.768,55
79,6,11,1:26.358,53
79,60,14,1:26.434,53
79,106,1,1:26.555,46
79,93,1,1:26.570,46
79,12,15,1:26.682,48
79,104,13,1:27.019,46
79,114,13,1:27.043,50
79,101,15,1:27.061,46
79,79,4,1:27.198,50
79,83,2,1:27.246,39
79,116,10,1:27.340,55
79,103,14,1:27.356,44
79,102,11,1:27.823,40
79,115,10,1:28.412,46
79,111,8,1:28.732,44
80,57,2,1:30.734,47
80,83,2,1:31.408,47
80,94,3,1:31.488,35
80,106,1,1:31.601,46
80,12,15,1:31.633,46
80,101,15,1:31.797,47
80,93,1,1:31.851,37
80,108,4,1:31.914,49
80,104,13,1:32.297,46
80,114,13,1:32.506,44
80,79,4,1:32.716,43
80,111,8,1:32.751,49
80,6,11,1:32.778,45
80,103,14,1:32.804,45
80,102,11,1:32.865,37
80,60,14,1:34.030,41
80,75,3,1:34.138,9
80,115,10,1:36.043,8
80,110,8,1:36.130,7
80,116,10,1:37.043,7
81,94,3,1:26.103,39
81,75,3,1:26.419,51
81,57,2,1:26.615,43
81,108,4,1:26.762,58
81,83,2,1:26.862,51
81,104,13,1:27.342,49
81,114,13,1:27.496,50
81,12,15,1:27.607,58
81,93,1,1:27.618,51
81,101,15,1:28.249,58
81,60,14,1:28.303,58
81,106,1,1:28.433,40
81,103,14,1:28.567,48
81,79,4,1:28.723,48
81,111,8,1:29.293,30
81,102,11,1:29.442,33
81,115,10,1:29.457,42
81,6,11,1:29.698,23
81,110,8,1:30.647,23
82,106,1,1:34.570,51
82,94,3,1:35.440,51
82,93,1,1:35.740,52
82,75,3,1:36.089,52
82,57,2,1:36.228,53
82,110,2,1:36.302,56
82,83,11,1:36.599,53
82,87,10,1:36.623,53
82,117,11,1:36.685,39
82,12,15,1:36.733,44
82,115,10,1:36.956,37
82,108,4,1:36.988,51
82,114,13,1:37.104,53
82,101,15,1:37.110,53
82,103,14,1:37.146,49
82,79,4,1:37.261,50
82,104,13,1:37.324,34
82,109,8,1:37.355,50
82,70,14,1:38.201,49
82,111,8,1:38.251,51
83,106,1,1:31.634,48
83,94,3,1:31.772,50
83,93,1,1:31.905,48
83,75,3,1:32.042,46
83,108,4,1:32.753,46
83,87,10,1:32.779,48
83,110,2,1:32.821,43
83,57,2,1:32.997,47
83,101,15,1:33.103,46
83,104,13,1:33.468,42
83,70,14,1:33.651,47
83,12,15,1:33.831,33
83,117,11,1:33.924,45
83,83,11,1:33.979,31
83,109,8,1:34.368,46
83,103,14,1:34.446,46
83,79,4,1:34.487,34
83,111,8,1:37.530,9
84,106,1,1:20.260,58
84,12,15,1:20.846,57
84,75,3,1:21.094,58
84,110,2,1:21.495,53
84,83,11,1:21.651,54
84,94,3,1:21.677,37
84,57,2,1:21.886,51
84,108,4,1:22.248,55
84,79,4,1:22.451,54
84,101,15,1:22.469,58
84,117,11,1:22.541,55
84,109,8,1:22.589,54
84,104,13,1:22.731,52
84,115,10,1:23.006,55
84,87,10,1:23.071,44
84,114,13,1:23.342,56
84,103,14,1:23.592,48
84,111,8,1:23.882,49
84,60,14,1:25.189,17
85,94,3,1:18.446,55
85,106,1,1:18.574,63
85,75,3,1:18.949,52
85,115,10,1:18.999,55
85,114,13,1:20.544,61
85,83,11,1:20.758,43
85,108,4,1:20.903,61
85,110,2,1:20.962,57
85,60,14,1:21.211,47
85,87,10,1:21.238,61
85,117,11,1:21.286,61
85,111,8,1:21.338,62
85,57,2,1:21.419,50
85,79,4,1:21.577,61
85,104,13,1:21.713,34
85,103,14,1:21.750,46
85,109,8,1:21.757,61
85,101,15,1:21.887,37
85,12,15,1:39.685,5
86,94,3,1:31.361,54
86,106,1,1:31.488,53
86,93,1,1:31.790,56
86,75,3,1:31.819,54
86,110,2,1:32.195,56
86,115,10,1:32.528,57
86,57,2,1:32.941,55
86,114,13,1:33.035,55
86,101,15,1:33.163,56
86,83,11,1:33.184,56
