date,driver_id,team_id,stop_number,stop_lap,pits_time
18 - 20 MAR 2016,87,13,1,1,27.831
18 - 20 MAR 2016,93,16,1,8,22.414
18 - 20 MAR 2016,92,3,1,10,22.701
18 - 20 MAR 2016,30,11,1,11,21.550
18 - 20 MAR 2016,98,29,1,11,26.206
18 - 20 MAR 2016,89,3,1,11,22.357
18 - 20 MAR 2016,51,22,1,12,21.531
18 - 20 MAR 2016,79,14,1,12,22.245
18 - 20 MAR 2016,12,2,1,12,21.796
18 - 20 MAR 2016,97,13,1,12,23.286
18 - 20 MAR 2016,99,29,1,12,23.224
18 - 20 MAR 2016,60,1,1,13,21.339
18 - 20 MAR 2016,94,16,1,13,22.303
18 - 20 MAR 2016,14,2,1,15,22.616
18 - 20 MAR 2016,6,1,1,16,22.508
18 - 20 MAR 2016,57,22,1,16,21.940
18 - 20 MAR 2016,70,20,1,16,22.167
18 - 20 MAR 2016,75,20,1,16,24.719
18 - 20 MAR 2016,83,11,1,17,21.376
18 - 20 MAR 2016,87,13,2,16,22.079
18 - 20 MAR 2016,60,1,2,18,18:09.312
18 - 20 MAR 2016,51,22,2,18,18:09.303
18 - 20 MAR 2016,6,1,2,18,18:09.365
18 - 20 MAR 2016,79,14,2,18,18:09.822
18 - 20 MAR 2016,94,16,2,18,18:09.372
18 - 20 MAR 2016,93,16,2,18,18:09.971
18 - 20 MAR 2016,57,22,2,18,18:10.087
18 - 20 MAR 2016,30,11,2,18,18:09.805
18 - 20 MAR 2016,67,28,1,18,18:09.417
18 - 20 MAR 2016,70,20,2,18,18:09.155
18 - 20 MAR 2016,83,11,2,18,18:08.989
18 - 20 MAR 2016,97,13,2,18,18:08.294
18 - 20 MAR 2016,75,20,2,18,18:07.311
18 - 20 MAR 2016,89,3,2,18,18:06.875
18 - 20 MAR 2016,14,2,2,18,18:04.466
18 - 20 MAR 2016,92,3,2,18,18:02.337
18 - 20 MAR 2016,98,29,2,18,18:02.140
18 - 20 MAR 2016,87,13,3,17,15:46.318
18 - 20 MAR 2016,89,3,3,27,16.936
18 - 20 MAR 2016,14,2,3,30,21.837
18 - 20 MAR 2016,93,16,3,31,22.392
18 - 20 MAR 2016,94,16,3,32,29.066
18 - 20 MAR 2016,98,29,3,32,23.895
18 - 20 MAR 2016,60,1,3,35,24.548
18 - 20 MAR 2016,79,14,3,42,21.981
01 - 03 APR 2016,70,20,1,1,31.931
01 - 03 APR 2016,75,20,1,2,30.326
01 - 03 APR 2016,93,16,1,2,28.401
01 - 03 APR 2016,79,14,1,6,24.541
01 - 03 APR 2016,30,11,1,7,24.093
01 - 03 APR 2016,83,11,1,8,24.944
01 - 03 APR 2016,82,28,1,8,32.793
01 - 03 APR 2016,100,2,1,9,24.604
01 - 03 APR 2016,83,11,2,9,19.369
01 - 03 APR 2016,94,16,1,10,25.810
01 - 03 APR 2016,92,3,1,10,26.246
01 - 03 APR 2016,67,28,1,11,25.739
01 - 03 APR 2016,98,29,1,11,26.236
01 - 03 APR 2016,6,1,1,12,24.720
01 - 03 APR 2016,87,13,1,12,26.876
01 - 03 APR 2016,99,29,1,12,26.382
01 - 03 APR 2016,51,22,1,13,24.934
01 - 03 APR 2016,57,22,1,13,24.512
01 - 03 APR 2016,89,3,1,13,24.775
01 - 03 APR 2016,75,20,2,14,25.068
01 - 03 APR 2016,88,14,1,16,24.419
01 - 03 APR 2016,70,20,2,16,24.930
01 - 03 APR 2016,93,16,2,20,34.978
01 - 03 APR 2016,79,14,2,24,26.631
01 - 03 APR 2016,87,13,2,24,24.383
01 - 03 APR 2016,100,2,2,25,24.682
01 - 03 APR 2016,94,16,2,26,25.594
01 - 03 APR 2016,67,28,2,27,26.151
01 - 03 APR 2016,57,22,2,28,25.030
01 - 03 APR 2016,6,1,2,29,25.222
01 - 03 APR 2016,30,11,2,29,24.236
01 - 03 APR 2016,89,3,2,29,25.363
01 - 03 APR 2016,98,29,2,29,25.547
01 - 03 APR 2016,51,22,2,30,27.226
01 - 03 APR 2016,92,3,2,30,25.491
01 - 03 APR 2016,99,29,2,31,28.120
01 - 03 APR 2016,88,14,2,34,24.661
01 - 03 APR 2016,83,11,3,34,26.110
01 - 03 APR 2016,70,20,3,35,24.734
01 - 03 APR 2016,6,1,3,37,25.257
01 - 03 APR 2016,75,20,3,37,24.517
01 - 03 APR 2016,87,13,3,38,24.341
01 - 03 APR 2016,51,22,3,39,25.761
01 - 03 APR 2016,67,28,3,40,30.063
01 - 03 APR 2016,57,22,3,41,24.524
01 - 03 APR 2016,100,2,3,41,25.316
01 - 03 APR 2016,98,29,3,41,25.419
01 - 03 APR 2016,79,14,3,42,24.879
01 - 03 APR 2016,88,14,3,44,24.224
01 - 03 APR 2016,99,29,3,44,25.517
01 - 03 APR 2016,94,16,3,46,25.129
01 - 03 APR 2016,92,3,3,47,25.660
01 - 03 APR 2016,70,20,4,51,26.595
15 - 17 APR 2016,67,28,1,1,58.563
15 - 17 APR 2016,6,1,1,1,31.134
15 - 17 APR 2016,57,22,1,1,29.322
15 - 17 APR 2016,92,3,1,1,36.854
15 - 17 APR 2016,79,14,1,3,24.392
15 - 17 APR 2016,88,14,1,4,24.084
15 - 17 APR 2016,75,20,1,4,23.215
15 - 17 APR 2016,70,20,1,4,27.683
15 - 17 APR 2016,60,1,1,4,30.115
15 - 17 APR 2016,14,2,1,4,24.072
15 - 17 APR 2016,93,16,1,4,25.754
15 - 17 APR 2016,83,11,1,4,22.682
15 - 17 APR 2016,94,16,1,4,30.034
15 - 17 APR 2016,89,3,1,4,23.955
15 - 17 APR 2016,87,13,1,4,23.158
15 - 17 APR 2016,57,22,2,5,25.179
15 - 17 APR 2016,57,22,3,6,22.301
15 - 17 APR 2016,6,1,2,14,23.296
15 - 17 APR 2016,98,29,1,15,26.969
15 - 17 APR 2016,97,13,1,15,22.799
15 - 17 APR 2016,12,2,1,16,22.874
15 - 17 APR 2016,60,1,2,17,22.276
15 - 17 APR 2016,70,20,2,17,23.867
15 - 17 APR 2016,75,20,2,18,22.485
15 - 17 APR 2016,99,29,1,18,23.183
15 - 17 APR 2016,88,14,2,19,22.607
15 - 17 APR 2016,30,11,1,19,22.124
15 - 17 APR 2016,93,16,2,19,22.832
15 - 17 APR 2016,79,14,2,19,22.461
15 - 17 APR 2016,82,28,1,19,23.878
15 - 17 APR 2016,51,22,1,20,22.831
15 - 17 APR 2016,94,16,2,20,23.744
15 - 17 APR 2016,87,13,2,20,23.257
15 - 17 APR 2016,67,28,2,20,24.615
15 - 17 APR 2016,92,3,2,20,23.735
15 - 17 APR 2016,83,11,2,21,22.630
15 - 17 APR 2016,57,22,4,21,22.626
15 - 17 APR 2016,97,13,2,24,23.280
15 - 17 APR 2016,70,20,3,26,29.570
15 - 17 APR 2016,14,2,2,27,23.029
15 - 17 APR 2016,98,29,2,27,24.104
15 - 17 APR 2016,75,20,3,28,22.351
15 - 17 APR 2016,89,3,2,28,23.563
15 - 17 APR 2016,99,29,2,28,24.635
15 - 17 APR 2016,83,11,3,30,22.747
15 - 17 APR 2016,57,22,5,30,22.698
15 - 17 APR 2016,30,11,2,31,23.349
15 - 17 APR 2016,12,2,2,32,22.927
15 - 17 APR 2016,93,16,3,33,24.269
15 - 17 APR 2016,67,28,3,33,23.342
15 - 17 APR 2016,82,28,2,34,22.963
15 - 17 APR 2016,88,14,3,35,22.684
15 - 17 APR 2016,60,1,3,35,22.350
15 - 17 APR 2016,87,13,3,35,22.677
15 - 17 APR 2016,51,22,2,36,23.559
15 - 17 APR 2016,79,14,3,37,22.426
15 - 17 APR 2016,6,1,3,37,22.832
15 - 17 APR 2016,97,13,3,38,24.099
15 - 17 APR 2016,94,16,3,39,23.130
15 - 17 APR 2016,92,3,3,40,25.357
15 - 17 APR 2016,99,29,3,40,24.369
15 - 17 APR 2016,82,28,3,43,23.070
15 - 17 APR 2016,98,29,3,43,24.274
15 - 17 APR 2016,14,2,3,44,22.510
15 - 17 APR 2016,67,28,4,44,23.284
15 - 17 APR 2016,70,20,4,46,22.790
29 APR - 01 MAY 2016,88,14,1,1,41.282
29 APR - 01 MAY 2016,79,14,1,1,47.763
29 APR - 01 MAY 2016,89,3,1,1,30.529
29 APR - 01 MAY 2016,75,20,1,1,32.800
29 APR - 01 MAY 2016,82,28,1,1,40.169
29 APR - 01 MAY 2016,88,14,2,8,38.906
29 APR - 01 MAY 2016,82,28,2,9,25.037
29 APR - 01 MAY 2016,93,16,1,11,30.805
29 APR - 01 MAY 2016,92,3,1,12,30.259
29 APR - 01 MAY 2016,98,29,1,13,31.433
29 APR - 01 MAY 2016,97,13,1,14,30.805
29 APR - 01 MAY 2016,83,11,1,16,29.841
29 APR - 01 MAY 2016,87,13,1,16,30.585
29 APR - 01 MAY 2016,57,22,1,17,30.001
29 APR - 01 MAY 2016,67,28,1,17,31.420
29 APR - 01 MAY 2016,30,11,1,18,29.551
29 APR - 01 MAY 2016,6,1,1,20,30.498
29 APR - 01 MAY 2016,14,2,1,20,30.580
29 APR - 01 MAY 2016,51,22,1,21,29.709
29 APR - 01 MAY 2016,12,2,1,21,29.751
29 APR - 01 MAY 2016,94,16,1,22,30.553
29 APR - 01 MAY 2016,75,20,2,27,30.400
29 APR - 01 MAY 2016,89,3,2,28,30.433
29 APR - 01 MAY 2016,79,14,2,29,31.205
29 APR - 01 MAY 2016,98,29,2,39,57.151
29 APR - 01 MAY 2016,30,11,2,46,30.065
13 - 15 MAY 2016,30,11,1,8,21.384
13 - 15 MAY 2016,75,20,1,9,22.679
13 - 15 MAY 2016,88,16,1,9,23.277
13 - 15 MAY 2016,89,3,1,9,22.840
13 - 15 MAY 2016,93,16,1,10,22.874
13 - 15 MAY 2016,14,2,1,10,22.280
13 - 15 MAY 2016,70,20,1,10,22.176
13 - 15 MAY 2016,87,13,1,10,22.843
13 - 15 MAY 2016,79,14,1,11,21.738
13 - 15 MAY 2016,12,2,1,11,21.795
13 - 15 MAY 2016,97,13,1,11,23.283
13 - 15 MAY 2016,98,29,1,11,24.554
13 - 15 MAY 2016,94,14,1,12,22.369
13 - 15 MAY 2016,6,1,1,12,22.107
13 - 15 MAY 2016,83,11,1,12,21.856
13 - 15 MAY 2016,92,3,1,12,22.976
13 - 15 MAY 2016,60,1,1,15,21.643
13 - 15 MAY 2016,67,28,1,15,23.187
13 - 15 MAY 2016,82,28,1,16,23.206
13 - 15 MAY 2016,99,29,1,22,28.753
13 - 15 MAY 2016,89,3,2,24,23.122
13 - 15 MAY 2016,30,11,2,25,22.568
13 - 15 MAY 2016,88,16,2,25,22.234
13 - 15 MAY 2016,79,14,2,28,22.104
13 - 15 MAY 2016,60,1,2,29,22.617
13 - 15 MAY 2016,67,28,2,29,22.844
13 - 15 MAY 2016,82,28,2,30,22.430
13 - 15 MAY 2016,87,13,2,30,23.165
13 - 15 MAY 2016,97,13,2,33,22.397
13 - 15 MAY 2016,98,29,2,33,24.387
13 - 15 MAY 2016,94,14,2,34,22.348
13 - 15 MAY 2016,6,1,2,35,22.169
13 - 15 MAY 2016,75,20,2,35,21.918
13 - 15 MAY 2016,14,2,2,36,22.590
13 - 15 MAY 2016,92,3,2,36,23.090
13 - 15 MAY 2016,60,1,3,37,21.603
13 - 15 MAY 2016,67,28,3,37,34.832
13 - 15 MAY 2016,93,16,2,38,22.937
13 - 15 MAY 2016,83,11,2,39,22.443
13 - 15 MAY 2016,12,2,2,39,22.987
13 - 15 MAY 2016,89,3,3,40,22.897
13 - 15 MAY 2016,30,11,3,41,21.831
13 - 15 MAY 2016,79,14,3,43,21.683
13 - 15 MAY 2016,99,29,2,48,26.186
13 - 15 MAY 2016,88,16,3,51,22.769
13 - 15 MAY 2016,87,13,3,55,22.122
13 - 15 MAY 2016,79,14,4,65,23.133
26 - 29 MAY 2016,88,16,1,1,1:32.609
26 - 29 MAY 2016,88,16,2,2,19.918
26 - 29 MAY 2016,87,13,1,7,25.583
26 - 29 MAY 2016,14,2,1,8,25.766
26 - 29 MAY 2016,92,3,1,8,28.242
26 - 29 MAY 2016,88,16,3,7,27.698
26 - 29 MAY 2016,89,3,1,11,27.176
26 - 29 MAY 2016,99,29,1,11,29.117
26 - 29 MAY 2016,94,14,1,12,25.604
26 - 29 MAY 2016,60,1,1,13,25.114
26 - 29 MAY 2016,12,2,1,14,25.512
26 - 29 MAY 2016,70,20,1,15,25.215
26 - 29 MAY 2016,83,11,1,15,27.364
26 - 29 MAY 2016,67,28,1,15,33.490
26 - 29 MAY 2016,82,28,1,16,26.044
26 - 29 MAY 2016,51,22,1,20,26.698
26 - 29 MAY 2016,30,11,1,20,24.934
26 - 29 MAY 2016,93,16,1,21,27.738
26 - 29 MAY 2016,75,20,1,21,25.714
26 - 29 MAY 2016,87,13,2,21,38.811
26 - 29 MAY 2016,79,14,1,23,25.054
26 - 29 MAY 2016,89,3,2,29,26.435
26 - 29 MAY 2016,75,20,2,30,25.608
26 - 29 MAY 2016,14,2,2,30,25.450
26 - 29 MAY 2016,87,13,3,29,25.879
26 - 29 MAY 2016,83,11,2,30,25.478
26 - 29 MAY 2016,67,28,2,30,25.111
26 - 29 MAY 2016,57,22,1,31,26.315
26 - 29 MAY 2016,51,22,2,31,27.680
26 - 29 MAY 2016,60,1,2,31,25.561
26 - 29 MAY 2016,70,20,2,31,27.064
26 - 29 MAY 2016,93,16,2,31,28.112
26 - 29 MAY 2016,94,14,2,31,25.459
26 - 29 MAY 2016,98,29,1,31,26.517
26 - 29 MAY 2016,79,14,2,32,35.327
26 - 29 MAY 2016,12,2,2,32,26.836
26 - 29 MAY 2016,82,28,2,32,27.407
26 - 29 MAY 2016,30,11,2,32,25.182
26 - 29 MAY 2016,92,3,2,32,27.166
26 - 29 MAY 2016,87,13,4,32,31.241
26 - 29 MAY 2016,99,29,2,34,27.380
26 - 29 MAY 2016,99,29,3,47,26.292
26 - 29 MAY 2016,92,3,3,48,45.700
26 - 29 MAY 2016,83,11,3,49,24.673
26 - 29 MAY 2016,89,3,3,49,33.342
10 - 12 JUN 2016,92,3,1,9,23.987
10 - 12 JUN 2016,60,1,1,11,22.597
10 - 12 JUN 2016,6,1,1,11,22.820
10 - 12 JUN 2016,98,29,1,11,24.784
10 - 12 JUN 2016,93,16,1,13,23.517
10 - 12 JUN 2016,82,28,1,13,23.412
10 - 12 JUN 2016,89,3,1,14,22.957
10 - 12 JUN 2016,99,29,1,15,29.732
10 - 12 JUN 2016,12,2,1,17,27.952
10 - 12 JUN 2016,67,28,1,17,23.680
10 - 12 JUN 2016,88,16,1,17,23.000
10 - 12 JUN 2016,94,14,1,20,23.586
10 - 12 JUN 2016,79,14,1,21,22.872
10 - 12 JUN 2016,51,22,1,21,22.466
10 - 12 JUN 2016,70,20,1,21,22.876
10 - 12 JUN 2016,30,11,1,22,22.925
10 - 12 JUN 2016,83,11,1,23,22.184
10 - 12 JUN 2016,57,22,1,24,22.243
10 - 12 JUN 2016,75,20,1,30,22.556
10 - 12 JUN 2016,6,1,2,33,23.263
10 - 12 JUN 2016,92,3,2,35,23.608
10 - 12 JUN 2016,60,1,2,37,22.361
10 - 12 JUN 2016,79,14,2,38,24.018
10 - 12 JUN 2016,98,29,2,38,24.516
10 - 12 JUN 2016,67,28,2,39,23.055
10 - 12 JUN 2016,89,3,2,39,23.299
10 - 12 JUN 2016,87,13,1,39,23.162
10 - 12 JUN 2016,82,28,2,41,23.928
10 - 12 JUN 2016,88,16,2,44,22.627
10 - 12 JUN 2016,99,29,2,44,25.069
10 - 12 JUN 2016,94,14,2,46,22.909
10 - 12 JUN 2016,75,20,2,46,24.757
10 - 12 JUN 2016,67,28,3,46,32.114
10 - 12 JUN 2016,93,16,2,48,24.445
10 - 12 JUN 2016,51,22,2,51,22.728
10 - 12 JUN 2016,70,20,2,51,23.111
17 - 19 JUN 2016,99,29,1,1,33.405
17 - 19 JUN 2016,93,16,1,4,22.028
17 - 19 JUN 2016,94,14,1,5,20.069
17 - 19 JUN 2016,12,2,1,5,20.282
17 - 19 JUN 2016,88,16,1,5,24.802
17 - 19 JUN 2016,79,14,1,6,19.840
17 - 19 JUN 2016,14,2,1,6,20.185
17 - 19 JUN 2016,87,13,1,6,20.772
17 - 19 JUN 2016,30,11,1,7,19.445
17 - 19 JUN 2016,92,3,1,7,20.670
17 - 19 JUN 2016,6,1,1,8,20.593
17 - 19 JUN 2016,82,28,1,8,29.227
17 - 19 JUN 2016,67,28,1,10,21.132
17 - 19 JUN 2016,97,13,1,11,20.965
17 - 19 JUN 2016,57,22,1,15,20.108
17 - 19 JUN 2016,75,20,1,16,20.614
17 - 19 JUN 2016,89,3,1,16,21.083
17 - 19 JUN 2016,83,11,1,19,19.732
17 - 19 JUN 2016,60,1,1,20,20.422
17 - 19 JUN 2016,70,20,1,20,20.347
17 - 19 JUN 2016,94,14,2,20,22.497
17 - 19 JUN 2016,51,22,1,21,20.058
17 - 19 JUN 2016,79,14,2,22,20.155
17 - 19 JUN 2016,12,2,2,24,20.654
17 - 19 JUN 2016,92,3,2,24,20.713
17 - 19 JUN 2016,14,2,2,25,20.640
17 - 19 JUN 2016,89,3,2,25,20.559
17 - 19 JUN 2016,67,28,2,26,23.588
17 - 19 JUN 2016,93,16,2,27,21.030
17 - 19 JUN 2016,30,11,2,28,19.858
17 - 19 JUN 2016,98,29,1,29,26.187
17 - 19 JUN 2016,82,28,2,29,21.533
17 - 19 JUN 2016,97,13,2,31,20.561
01 - 03 JUL 2016,70,20,1,8,22.601
01 - 03 JUL 2016,12,2,1,8,21.924
01 - 03 JUL 2016,14,2,1,9,22.859
01 - 03 JUL 2016,83,11,1,9,21.047
01 - 03 JUL 2016,93,16,1,9,22.605
01 - 03 JUL 2016,75,20,1,9,21.883
01 - 03 JUL 2016,51,22,1,10,21.890
01 - 03 JUL 2016,87,13,1,11,22.033
01 - 03 JUL 2016,97,13,1,12,21.745
01 - 03 JUL 2016,30,11,1,12,21.097
01 - 03 JUL 2016,89,3,1,12,22.980
01 - 03 JUL 2016,98,29,1,13,22.613
01 - 03 JUL 2016,79,14,1,14,21.183
01 - 03 JUL 2016,94,14,1,15,21.945
01 - 03 JUL 2016,57,22,1,21,22.918
01 - 03 JUL 2016,82,28,1,21,22.053
01 - 03 JUL 2016,6,1,1,22,21.916
01 - 03 JUL 2016,98,29,2,23,23.738
01 - 03 JUL 2016,70,20,2,24,21.580
01 - 03 JUL 2016,14,2,2,26,22.035
01 - 03 JUL 2016,67,28,1,26,22.662
01 - 03 JUL 2016,12,2,2,26,22.879
01 - 03 JUL 2016,75,20,2,26,21.412
01 - 03 JUL 2016,99,29,1,27,23.326
01 - 03 JUL 2016,51,22,2,28,17.959
01 - 03 JUL 2016,98,29,3,27,18.064
01 - 03 JUL 2016,57,22,2,28,16.983
01 - 03 JUL 2016,94,14,2,28,17.165
01 - 03 JUL 2016,79,14,2,28,19.408
01 - 03 JUL 2016,6,1,2,28,21.206
01 - 03 JUL 2016,83,11,2,28,20.876
01 - 03 JUL 2016,92,3,1,28,20.929
01 - 03 JUL 2016,93,16,2,28,33.462
01 - 03 JUL 2016,14,2,3,28,18.307
01 - 03 JUL 2016,67,28,2,28,18.860
01 - 03 JUL 2016,87,13,2,28,17.721
01 - 03 JUL 2016,30,11,2,28,17.388
01 - 03 JUL 2016,97,13,2,28,16.851
01 - 03 JUL 2016,12,2,3,28,16.764
01 - 03 JUL 2016,75,20,3,28,16.544
01 - 03 JUL 2016,89,3,2,28,16.419
01 - 03 JUL 2016,70,20,3,28,16.227
01 - 03 JUL 2016,82,28,2,28,16.475
01 - 03 JUL 2016,99,29,2,28,16.218
01 - 03 JUL 2016,51,22,3,29,18.220
01 - 03 JUL 2016,98,29,4,28,18.342
01 - 03 JUL 2016,57,22,3,29,18.716
01 - 03 JUL 2016,94,14,3,29,18.455
01 - 03 JUL 2016,79,14,3,29,18.347
01 - 03 JUL 2016,6,1,3,29,18.455
01 - 03 JUL 2016,83,11,3,29,17.800
01 - 03 JUL 2016,92,3,2,29,17.739
01 - 03 JUL 2016,14,2,4,29,18.964
01 - 03 JUL 2016,67,28,3,29,19.554
01 - 03 JUL 2016,87,13,3,29,19.611
01 - 03 JUL 2016,30,11,3,29,19.015
01 - 03 JUL 2016,97,13,3,29,18.382
01 - 03 JUL 2016,12,2,4,29,18.194
01 - 03 JUL 2016,75,20,4,29,17.970
01 - 03 JUL 2016,89,3,3,29,19.041
01 - 03 JUL 2016,70,20,4,29,19.028
01 - 03 JUL 2016,93,16,3,29,18.636
01 - 03 JUL 2016,82,28,3,29,18.308
01 - 03 JUL 2016,99,29,3,29,17.828
01 - 03 JUL 2016,82,28,4,41,21.921
01 - 03 JUL 2016,92,3,3,43,22.707
01 - 03 JUL 2016,87,13,4,49,27.119
01 - 03 JUL 2016,70,20,5,50,27.834
